user_id,gender,neighborhoods,type_service,registration_channel,registration_date,birth_date,system_operation
118399,M,Harlem,premium,Marketplace,2020-06-22,1995-10-23,Android
118405,F,Harlem,normal,Facebook,2020-06-23,1991-08-28,Android
118414,F,Harlem,premium,Facebook,2020-07-03,1995-01-12,Web
118428,M,Harlem,normal,Instagram,2020-07-07,1994-05-29,Web
118434,F,Harlem,normal,Recommendation,2020-06-22,1995-11-21,Android
118462,F,Harlem,normal,Facebook,2020-07-09,1990-08-27,Android
118471,F,Harlem,normal,Instagram,2020-06-04,1994-05-04,Android
118472,F,Harlem,normal,Google,2020-06-01,1991-08-13,Android
118478,F,Harlem,premium,Instagram,2020-06-29,1994-04-02,Web
118488,F,Harlem,normal,Google,2020-07-10,1993-07-08,Android
118493,F,Harlem,premium,Google,2020-07-12,1993-03-23,Android
118501,M,Harlem,premium,Google,2020-07-29,1995-08-28,Android
118511,M,Harlem,premium,Recommendation,2020-07-11,1995-12-25,Android
118512,F,Harlem,normal,Instagram,2020-07-04,1993-12-06,Android
118517,F,Harlem,normal,Google,2020-06-24,1992-02-20,Web
118527,F,Harlem,normal,Instagram,2020-07-03,1994-07-18,Android
123613,M,Harlem,normal,Facebook,2020-07-18,1992-01-24,Android
123629,F,Harlem,normal,Google,2020-07-27,1994-07-21,Android
123663,F,Harlem,premium,Instagram,2020-07-14,1991-09-20,Android
123699,F,Harlem,normal,Facebook,2020-07-10,1994-12-12,Android
123759,M,Harlem,premium,Google,2020-07-29,1990-08-03,Android
123781,M,Harlem,normal,Google,2020-07-22,1990-03-14,Android
123841,F,Harlem,normal,Recommendation,2020-06-27,1995-12-03,Android
123842,F,Harlem,normal,Instagram,2020-07-26,1990-11-19,Android
123852,M,Harlem,premium,Google,2020-07-24,1991-12-27,Android
123942,F,Harlem,premium,Instagram,2020-07-07,1992-08-18,Android
123946,M,Harlem,normal,Google,2020-07-23,1993-07-05,Android
123959,F,Harlem,premium,Facebook,2020-06-13,1995-08-11,Android
123987,M,Harlem,normal,Facebook,2020-07-02,1990-10-26,Android
124041,M,Harlem,normal,Google,2020-07-06,1994-05-28,Web
124051,F,Harlem,premium,Promotional code,2020-06-17,1995-02-02,Android
124056,M,Harlem,normal,Google,2020-07-19,1993-03-04,Android
124061,M,Harlem,normal,Google,2020-06-26,1995-07-22,Android
124114,F,Harlem,normal,Instagram,2020-07-18,1991-02-03,Android
124116,F,Harlem,normal,Facebook,2020-06-12,1990-07-05,Android
124120,F,Harlem,premium,Marketplace,2020-06-21,1993-02-25,Android
124125,M,Harlem,normal,Facebook,2020-07-20,1990-02-26,Android
124238,F,Harlem,normal,Google,2020-06-20,1991-10-19,Android
124285,M,Harlem,normal,Instagram,2020-07-29,1994-09-13,Android
124356,M,Harlem,normal,Facebook,2020-06-23,1990-09-13,Android
124406,M,Harlem,normal,Instagram,2020-06-21,1993-08-01,Android
124569,M,Harlem,normal,Google,2020-07-16,1990-05-27,IOS
124623,M,Harlem,normal,Google,2020-06-18,1995-04-20,Android
124639,F,Harlem,normal,Google,2020-06-01,1993-07-18,Android
124648,M,Harlem,premium,Facebook,2020-06-21,1993-01-26,Web
124701,F,Harlem,premium,Marketplace,2020-07-06,1991-08-20,Android
124714,M,Harlem,normal,Google,2020-07-19,1990-10-09,IOS
124744,F,Harlem,normal,Google,2020-07-08,1990-11-17,Android
112322,M,Hell's Kitchen,normal,Google,2020-06-29,1991-11-30,Android
112324,F,Hell's Kitchen,normal,Google,2020-06-28,1992-09-30,Web
112329,M,Hell's Kitchen,normal,Facebook,2020-06-17,1993-01-25,Android
112338,M,Hell's Kitchen,premium,Google,2020-06-15,1992-08-04,Android
112340,M,Hell's Kitchen,premium,Promotional code,2020-06-11,1994-11-09,Android
112356,M,Hell's Kitchen,normal,Promotional code,2020-07-12,1993-10-11,Web
112368,F,Hell's Kitchen,premium,Google,2020-07-21,1994-03-14,Web
112370,F,Hell's Kitchen,normal,Instagram,2020-06-02,1993-12-19,Android
112378,F,Hell's Kitchen,premium,Facebook,2020-07-26,1995-09-05,Web
112398,M,Hell's Kitchen,normal,Instagram,2020-06-22,1991-01-13,Android
112407,F,Hell's Kitchen,premium,Marketplace,2020-07-20,1993-07-28,Web
112425,M,Hell's Kitchen,normal,Google,2020-07-19,1990-10-22,Android
112427,M,Hell's Kitchen,normal,Google,2020-07-16,1995-08-17,Android
112436,M,Hell's Kitchen,premium,Recommendation,2020-06-29,1994-09-18,Android
112464,M,Hell's Kitchen,normal,Facebook,2020-07-08,1994-04-25,Android
112469,M,Hell's Kitchen,normal,Recommendation,2020-06-06,1995-10-15,Android
112474,F,Hell's Kitchen,premium,Google,2020-07-12,1993-09-15,Android
112485,F,Hell's Kitchen,premium,Google,2020-07-03,1992-11-23,Android
112487,F,Hell's Kitchen,normal,Instagram,2020-07-11,1994-05-18,Android
112501,M,Hell's Kitchen,premium,Facebook,2020-07-04,1995-01-04,Android
112518,M,Hell's Kitchen,normal,Facebook,2020-06-11,1991-08-02,Android
112519,M,Hell's Kitchen,premium,Promotional code,2020-06-06,1991-12-03,Web
112524,M,Hell's Kitchen,normal,Google,2020-06-26,1995-10-29,Android
112528,M,Hell's Kitchen,premium,Google,2020-07-24,1991-02-10,Android
112542,M,Hell's Kitchen,normal,Google,2020-06-21,1991-06-04,Android
112563,F,Hell's Kitchen,premium,Marketplace,2020-06-20,1992-02-22,Android
112566,M,Hell's Kitchen,normal,Facebook,2020-07-15,1990-07-27,Android
112586,F,Hell's Kitchen,normal,Google,2020-07-14,1994-08-31,Android
112596,M,Hell's Kitchen,normal,Google,2020-07-16,1991-08-14,Android
112597,M,Hell's Kitchen,normal,Google,2020-06-11,1993-02-14,Android
112655,M,Hell's Kitchen,premium,Google,2020-07-05,1992-12-13,Web
112661,M,Hell's Kitchen,normal,Facebook,2020-06-16,1995-12-17,Android
112663,F,Hell's Kitchen,premium,Instagram,2020-07-25,1995-12-24,Web
112686,F,Hell's Kitchen,premium,Facebook,2020-07-11,1992-05-24,Android
112694,F,Hell's Kitchen,normal,Google,2020-06-20,1993-07-11,Android
112702,F,Hell's Kitchen,normal,Facebook,2020-06-29,1991-10-16,Android
112716,F,Hell's Kitchen,normal,Google,2020-06-26,1995-07-12,Android
112721,F,Hell's Kitchen,premium,Instagram,2020-07-29,1991-01-05,Android
112722,F,Hell's Kitchen,normal,Marketplace,2020-07-20,1990-10-12,Web
112724,F,Hell's Kitchen,normal,Google,2020-07-26,1994-02-21,Android
112727,M,Hell's Kitchen,normal,Instagram,2020-06-16,1990-02-12,Android
112731,M,Hell's Kitchen,premium,Marketplace,2020-07-23,1991-09-23,Android
112732,F,Hell's Kitchen,premium,Facebook,2020-07-07,1994-09-02,Android
112734,F,Hell's Kitchen,premium,Google,2020-06-12,1992-12-25,Android
112745,M,Hell's Kitchen,normal,Instagram,2020-07-11,1992-11-10,Android
112757,F,Hell's Kitchen,normal,Promotional code,2020-06-22,1995-04-04,Android
112762,M,Hell's Kitchen,normal,Google,2020-07-28,1995-04-14,Android
112777,M,Hell's Kitchen,premium,Facebook,2020-07-13,1995-03-19,Web
112778,F,Hell's Kitchen,premium,Marketplace,2020-07-05,1990-09-17,Android
112789,F,Hell's Kitchen,premium,Marketplace,2020-06-30,1993-04-26,Android
112793,F,Hell's Kitchen,normal,Google,2020-07-26,1994-12-09,Web
112802,M,Hell's Kitchen,premium,Google,2020-07-04,1995-10-10,Web
112813,F,Hell's Kitchen,normal,Google,2020-06-17,1995-03-23,Android
112816,F,Hell's Kitchen,normal,Promotional code,2020-07-14,1995-08-20,Android
112822,F,Hell's Kitchen,premium,Facebook,2020-06-15,1990-04-15,Android
112823,F,Hell's Kitchen,normal,Facebook,2020-07-30,1990-05-19,Android
112831,M,Hell's Kitchen,normal,Google,2020-06-06,1990-07-21,Android
112833,F,Hell's Kitchen,premium,Marketplace,2020-06-27,1995-07-22,Android
112834,M,Hell's Kitchen,premium,Google,2020-06-03,1990-01-08,Android
112850,F,Hell's Kitchen,normal,Facebook,2020-06-12,1990-12-27,Android
112852,F,Hell's Kitchen,normal,Marketplace,2020-06-09,1993-04-05,Android
112855,F,Hell's Kitchen,premium,Google,2020-06-28,1994-04-23,Android
112859,M,Hell's Kitchen,normal,Facebook,2020-07-08,1994-03-13,Android
112874,F,Hell's Kitchen,premium,Facebook,2020-07-11,1994-04-28,Android
112875,F,Hell's Kitchen,normal,Google,2020-06-25,1990-09-13,Android
112876,F,Hell's Kitchen,normal,Promotional code,2020-07-26,1993-01-16,Android
112880,F,Hell's Kitchen,premium,Google,2020-06-16,1992-11-25,Android
112885,F,Hell's Kitchen,premium,Google,2020-06-29,1990-11-21,Android
112896,F,Hell's Kitchen,normal,Marketplace,2020-06-02,1992-06-14,Android
112914,M,Hell's Kitchen,normal,Promotional code,2020-06-26,1990-02-19,Android
112929,M,Hell's Kitchen,premium,Promotional code,2020-07-25,1993-03-09,Web
112951,F,Hell's Kitchen,normal,Instagram,2020-07-03,1992-01-31,Android
112960,F,Hell's Kitchen,normal,Google,2020-07-02,1992-09-26,Web
112965,F,Hell's Kitchen,normal,Facebook,2020-06-23,1995-03-07,Android
112976,M,Hell's Kitchen,normal,Instagram,2020-06-03,1990-07-21,Android
112986,M,Hell's Kitchen,normal,Instagram,2020-07-25,1994-11-03,Android
113004,M,Hell's Kitchen,normal,Marketplace,2020-06-18,1993-09-19,IOS
113019,M,Hell's Kitchen,premium,Recommendation,2020-06-30,1991-06-09,Android
113026,F,Hell's Kitchen,premium,Google,2020-06-01,1994-07-07,Android
113037,M,Hell's Kitchen,normal,Google,2020-06-25,1990-09-06,Android
113069,M,Hell's Kitchen,normal,Facebook,2020-06-01,1994-03-09,Android
113072,M,Hell's Kitchen,normal,Instagram,2020-06-02,1995-01-30,Android
113107,F,Hell's Kitchen,premium,Facebook,2020-06-16,1993-10-11,Web
113125,M,Hell's Kitchen,normal,Marketplace,2020-07-02,1995-01-18,Android
113131,M,Hell's Kitchen,normal,Promotional code,2020-07-14,1991-10-22,Android
113151,M,Hell's Kitchen,premium,Google,2020-07-03,1993-06-18,Android
113164,F,Hell's Kitchen,premium,Facebook,2020-07-08,1991-02-26,Android
113171,M,Hell's Kitchen,normal,Facebook,2020-07-29,1991-06-02,Android
113189,M,Hell's Kitchen,premium,Facebook,2020-06-03,1990-05-10,Android
113202,F,Hell's Kitchen,premium,Instagram,2020-07-26,1995-03-17,Android
113203,F,Hell's Kitchen,premium,Facebook,2020-07-06,1992-07-15,Android
113207,F,Hell's Kitchen,normal,Google,2020-06-15,1993-06-19,Android
113208,F,Hell's Kitchen,normal,Instagram,2020-06-12,1993-06-27,Android
113220,M,Hell's Kitchen,premium,Marketplace,2020-06-30,1994-12-09,Android
113223,M,Hell's Kitchen,premium,Google,2020-06-12,1992-07-01,Android
113236,M,Hell's Kitchen,normal,Marketplace,2020-06-04,1994-05-23,Android
113242,M,Hell's Kitchen,premium,Google,2020-07-09,1995-07-30,Android
113244,F,Hell's Kitchen,normal,Promotional code,2020-07-02,1991-09-09,Android
113247,M,Hell's Kitchen,normal,Google,2020-06-29,1993-12-23,Android
113255,M,Hell's Kitchen,normal,Recommendation,2020-07-29,1995-10-06,Android
113277,M,Hell's Kitchen,normal,Facebook,2020-07-24,1995-03-14,Android
113279,F,Hell's Kitchen,normal,Google,2020-06-15,1993-02-06,Android
113280,M,Hell's Kitchen,normal,Instagram,2020-07-26,1994-06-27,Android
113296,F,Hell's Kitchen,premium,Marketplace,2020-07-23,1992-04-26,Android
113300,M,Hell's Kitchen,normal,Recommendation,2020-07-28,1991-03-20,Android
113303,M,Hell's Kitchen,normal,Marketplace,2020-06-25,1992-12-11,Android
113310,M,Hell's Kitchen,normal,Google,2020-07-28,1990-03-12,Android
113313,F,Hell's Kitchen,normal,Google,2020-07-07,1993-07-10,Web
113315,F,Hell's Kitchen,normal,Google,2020-06-03,1995-06-25,Android
113340,F,Hell's Kitchen,normal,Instagram,2020-07-03,1990-07-30,Android
113362,F,Hell's Kitchen,normal,Instagram,2020-07-23,1994-10-07,Web
113366,F,Hell's Kitchen,normal,Google,2020-06-17,1992-11-03,Android
113368,F,Hell's Kitchen,normal,Facebook,2020-06-15,1993-11-21,Android
113403,M,Hell's Kitchen,premium,Google,2020-07-19,1990-02-22,Android
113407,F,Hell's Kitchen,normal,Google,2020-07-16,1995-01-20,Android
113424,M,Hell's Kitchen,premium,Instagram,2020-07-28,1992-03-11,Android
113436,F,Hell's Kitchen,normal,Google,2020-07-30,1994-09-23,Android
113454,M,Hell's Kitchen,normal,Google,2020-06-21,1992-09-24,Android
113471,M,Hell's Kitchen,normal,Promotional code,2020-06-15,1992-07-14,Android
113480,M,Hell's Kitchen,premium,Facebook,2020-06-09,1995-07-05,Android
113499,F,Hell's Kitchen,premium,Promotional code,2020-06-09,1993-06-14,Android
113522,M,Hell's Kitchen,normal,Marketplace,2020-06-18,1993-10-21,Android
113552,F,Hell's Kitchen,normal,Facebook,2020-06-14,1993-03-31,Android
113557,M,Hell's Kitchen,premium,Google,2020-07-26,1991-03-15,Android
113559,F,Hell's Kitchen,premium,Facebook,2020-07-16,1990-09-19,Android
113569,M,Hell's Kitchen,normal,Marketplace,2020-06-10,1994-02-20,Android
113578,M,Hell's Kitchen,normal,Marketplace,2020-07-16,1994-02-28,Android
113620,F,Hell's Kitchen,premium,Google,2020-06-27,1993-11-05,Web
113625,M,Hell's Kitchen,normal,Instagram,2020-07-12,1993-04-12,Android
113633,F,Hell's Kitchen,normal,Promotional code,2020-07-21,1994-11-06,Android
113637,F,Hell's Kitchen,normal,Marketplace,2020-07-21,1993-04-01,Android
113640,M,Hell's Kitchen,normal,Google,2020-06-27,1992-12-29,Android
113670,M,Hell's Kitchen,premium,Facebook,2020-06-19,1992-10-30,Android
113673,F,Hell's Kitchen,normal,Promotional code,2020-07-23,1995-09-05,Android
113689,M,Hell's Kitchen,normal,Instagram,2020-06-15,1995-10-04,Web
113695,M,Hell's Kitchen,normal,Promotional code,2020-06-23,1995-10-25,Android
113697,M,Hell's Kitchen,normal,Google,2020-06-07,1990-11-13,Web
113698,M,Hell's Kitchen,normal,Google,2020-07-26,1992-11-20,Android
113720,M,Hell's Kitchen,normal,Google,2020-06-24,1993-04-12,Web
113723,F,Hell's Kitchen,normal,Facebook,2020-06-18,1995-07-01,Android
113746,M,Hell's Kitchen,premium,Facebook,2020-06-21,1994-10-14,Android
113750,M,Hell's Kitchen,normal,Instagram,2020-06-30,1991-03-27,Android
113767,M,Hell's Kitchen,normal,Google,2020-07-25,1993-01-16,Android
113770,F,Hell's Kitchen,normal,Marketplace,2020-06-18,1990-04-19,Android
113778,F,Hell's Kitchen,normal,Marketplace,2020-06-15,1993-04-09,Android
113794,M,Hell's Kitchen,premium,Instagram,2020-07-19,1991-03-02,Android
113809,F,Hell's Kitchen,premium,Google,2020-06-30,1995-12-22,Android
113817,F,Hell's Kitchen,premium,Google,2020-06-02,1994-12-06,Android
113824,F,Hell's Kitchen,premium,Recommendation,2020-07-21,1991-08-06,Android
113838,F,Hell's Kitchen,premium,Facebook,2020-07-27,1990-04-21,Android
113846,M,Hell's Kitchen,premium,Facebook,2020-07-22,1995-11-07,Web
113850,M,Hell's Kitchen,normal,Google,2020-07-28,1994-07-28,Android
113851,M,Hell's Kitchen,normal,Recommendation,2020-07-11,1990-02-22,Android
113863,M,Hell's Kitchen,normal,Recommendation,2020-07-08,1994-07-13,Android
113864,M,Hell's Kitchen,normal,Instagram,2020-07-22,1994-08-13,Android
113877,M,Hell's Kitchen,normal,Google,2020-06-11,1994-10-06,Android
113880,M,Hell's Kitchen,normal,Google,2020-06-25,1995-02-08,Android
113912,F,Hell's Kitchen,normal,Recommendation,2020-06-30,1990-12-03,Android
113922,M,Hell's Kitchen,normal,Marketplace,2020-07-14,1990-08-06,Web
113930,M,Hell's Kitchen,normal,Instagram,2020-07-11,1993-10-16,Android
113937,M,Hell's Kitchen,premium,Google,2020-07-26,1991-09-22,Android
113948,F,Hell's Kitchen,normal,Recommendation,2020-07-10,1995-09-03,Android
113957,M,Hell's Kitchen,premium,Google,2020-06-21,1990-08-15,Web
113958,M,Hell's Kitchen,premium,Instagram,2020-06-04,1992-02-23,Web
113963,M,Hell's Kitchen,premium,Google,2020-07-11,1991-12-04,Android
113978,F,Hell's Kitchen,premium,Marketplace,2020-07-24,1990-04-19,Android
113983,M,Hell's Kitchen,normal,Google,2020-07-01,1993-12-31,Android
113985,F,Hell's Kitchen,premium,Recommendation,2020-06-10,1991-08-16,Android
113986,F,Hell's Kitchen,premium,Facebook,2020-07-25,1994-08-11,Android
113989,F,Hell's Kitchen,normal,Google,2020-07-28,1993-09-22,Android
114001,F,Hell's Kitchen,normal,Facebook,2020-06-16,1995-11-26,Android
114012,M,Hell's Kitchen,normal,Google,2020-06-13,1992-11-16,Android
114047,F,Hell's Kitchen,normal,Google,2020-07-14,1990-06-19,Android
114053,M,Hell's Kitchen,normal,Google,2020-07-15,1995-11-21,Android
114065,F,Hell's Kitchen,normal,Google,2020-07-29,1994-01-31,Android
114070,M,Hell's Kitchen,normal,Recommendation,2020-07-17,1995-06-14,Android
114089,M,Hell's Kitchen,premium,Marketplace,2020-06-26,1990-10-02,Android
114090,F,Hell's Kitchen,premium,Instagram,2020-07-16,1995-08-29,Android
114100,F,Hell's Kitchen,normal,Google,2020-06-20,1992-07-19,Android
114107,M,Hell's Kitchen,normal,Facebook,2020-07-19,1990-06-19,Android
114137,F,Hell's Kitchen,premium,Promotional code,2020-07-17,1995-09-27,Android
114139,M,Hell's Kitchen,normal,Google,2020-06-23,1994-11-15,Android
114151,M,Hell's Kitchen,normal,Google,2020-06-14,1992-12-31,Android
114177,F,Hell's Kitchen,normal,Google,2020-06-09,1995-05-16,Android
114187,M,Hell's Kitchen,premium,Google,2020-06-26,1991-02-27,Android
114192,M,Hell's Kitchen,normal,Instagram,2020-06-23,1995-11-26,Android
114231,F,Hell's Kitchen,premium,Facebook,2020-07-17,1990-07-12,Android
114234,F,Hell's Kitchen,normal,Google,2020-07-11,1993-12-18,Web
114242,F,Hell's Kitchen,normal,Instagram,2020-07-25,1990-01-18,Android
114275,F,Hell's Kitchen,normal,Marketplace,2020-06-19,1992-12-04,Web
114291,M,Hell's Kitchen,normal,Recommendation,2020-06-24,1990-12-02,IOS
114316,M,Hell's Kitchen,premium,Facebook,2020-07-28,1990-06-04,Android
114320,M,Hell's Kitchen,premium,Google,2020-07-02,1991-10-20,Android
114329,M,Hell's Kitchen,normal,Google,2020-07-18,1993-07-29,Android
114332,M,Hell's Kitchen,normal,Facebook,2020-07-26,1995-07-15,Android
114343,M,Hell's Kitchen,premium,Google,2020-06-26,1994-07-10,Android
114344,M,Hell's Kitchen,normal,Marketplace,2020-06-27,1993-10-17,Android
114353,M,Hell's Kitchen,premium,Google,2020-06-14,1994-04-07,Android
114361,F,Hell's Kitchen,normal,Google,2020-06-03,1995-11-01,Android
114369,F,Hell's Kitchen,normal,Marketplace,2020-06-11,1991-06-16,Android
114370,F,Hell's Kitchen,premium,Marketplace,2020-06-05,1993-07-26,Android
114371,M,Hell's Kitchen,normal,Instagram,2020-07-01,1994-11-01,Android
114401,M,Hell's Kitchen,premium,Google,2020-07-01,1990-03-12,Web
114417,M,Hell's Kitchen,normal,Google,2020-07-05,1994-08-12,Android
114438,M,Hell's Kitchen,premium,Recommendation,2020-06-24,1995-07-28,Android
114447,M,Hell's Kitchen,normal,Promotional code,2020-06-27,1993-04-04,IOS
114451,M,Hell's Kitchen,premium,Instagram,2020-07-25,1995-04-04,Android
114453,M,Hell's Kitchen,premium,Google,2020-06-09,1995-07-05,Android
114466,M,Hell's Kitchen,premium,Promotional code,2020-06-15,1993-02-25,Android
114472,M,Hell's Kitchen,premium,Marketplace,2020-07-12,1994-02-23,Android
114476,F,Hell's Kitchen,premium,Google,2020-06-05,1990-01-31,Android
114481,M,Hell's Kitchen,normal,Promotional code,2020-07-12,1994-09-20,Web
114484,M,Hell's Kitchen,premium,Marketplace,2020-06-03,1993-05-11,Android
114489,M,Hell's Kitchen,normal,Marketplace,2020-07-29,1994-11-22,Android
114493,M,Hell's Kitchen,premium,Instagram,2020-07-27,1993-09-25,Android
114498,F,Hell's Kitchen,normal,Instagram,2020-06-23,1995-10-30,Android
114502,M,Hell's Kitchen,normal,Instagram,2020-06-29,1993-10-04,Android
114525,M,Hell's Kitchen,premium,Facebook,2020-06-18,1990-01-31,Android
114540,M,Hell's Kitchen,premium,Instagram,2020-06-18,1994-04-03,Android
114542,M,Hell's Kitchen,premium,Google,2020-07-07,1991-06-20,Android
114551,F,Hell's Kitchen,normal,Instagram,2020-07-18,1993-11-22,Web
114557,F,Hell's Kitchen,premium,Google,2020-06-11,1994-07-20,Android
114580,F,Hell's Kitchen,normal,Instagram,2020-07-03,1995-11-29,Android
114587,M,Hell's Kitchen,premium,Instagram,2020-07-02,1992-03-14,Android
114589,F,Hell's Kitchen,premium,Facebook,2020-06-22,1992-11-21,Web
114624,M,Hell's Kitchen,premium,Instagram,2020-06-14,1995-06-16,Android
114627,F,Hell's Kitchen,normal,Recommendation,2020-06-09,1992-11-01,Android
114632,M,Hell's Kitchen,normal,Instagram,2020-06-12,1990-09-11,Android
114647,F,Hell's Kitchen,normal,Google,2020-06-12,1995-07-16,Android
114688,M,Hell's Kitchen,normal,Instagram,2020-06-01,1992-03-12,Android
114693,M,Hell's Kitchen,normal,Google,2020-06-25,1991-08-31,Android
114699,M,Hell's Kitchen,normal,Instagram,2020-07-17,1995-06-28,Android
114756,M,Hell's Kitchen,premium,Promotional code,2020-07-28,1991-03-13,Android
114759,F,Hell's Kitchen,normal,Google,2020-07-13,1995-08-10,Web
114768,F,Hell's Kitchen,normal,Google,2020-06-28,1991-05-18,Android
114769,M,Hell's Kitchen,normal,Marketplace,2020-06-10,1992-06-18,Android
114773,F,Hell's Kitchen,normal,Instagram,2020-07-01,1991-05-03,Android
114781,M,Hell's Kitchen,normal,Google,2020-07-23,1993-08-16,Android
114782,M,Hell's Kitchen,premium,Recommendation,2020-06-18,1992-11-27,Android
114786,M,Hell's Kitchen,normal,Facebook,2020-07-29,1990-07-11,Android
114791,F,Hell's Kitchen,premium,Google,2020-06-22,1990-02-26,Android
114792,F,Hell's Kitchen,premium,Facebook,2020-06-01,1995-12-06,Android
114794,F,Hell's Kitchen,normal,Facebook,2020-06-04,1990-01-25,Web
114799,F,Hell's Kitchen,normal,Instagram,2020-07-04,1990-08-17,Android
114816,F,Hell's Kitchen,premium,Google,2020-07-28,1990-03-10,Android
114848,F,Hell's Kitchen,normal,Marketplace,2020-06-06,1991-02-20,Android
114853,M,Hell's Kitchen,normal,Google,2020-06-28,1991-11-06,Web
114862,M,Hell's Kitchen,premium,Instagram,2020-06-14,1995-11-04,Android
114867,F,Hell's Kitchen,premium,Google,2020-06-15,1990-01-05,Android
114869,M,Hell's Kitchen,normal,Google,2020-06-23,1990-08-25,Android
114896,M,Hell's Kitchen,normal,Marketplace,2020-06-18,1994-05-20,Android
114902,M,Hell's Kitchen,premium,Google,2020-06-10,1994-04-09,Android
114918,M,Hell's Kitchen,normal,Google,2020-07-27,1990-03-26,Android
114948,M,Hell's Kitchen,normal,Facebook,2020-06-21,1994-07-22,Android
114953,F,Hell's Kitchen,premium,Facebook,2020-07-20,1992-03-24,IOS
114973,M,Hell's Kitchen,normal,Recommendation,2020-07-16,1995-10-30,Android
114977,M,Hell's Kitchen,normal,Instagram,2020-06-23,1994-09-18,Android
114992,F,Hell's Kitchen,premium,Instagram,2020-07-28,1994-04-20,Web
115003,M,Hell's Kitchen,normal,Google,2020-07-30,1995-11-17,Android
115004,F,Hell's Kitchen,normal,Facebook,2020-06-24,1994-12-16,Android
115015,F,Hell's Kitchen,premium,Google,2020-06-20,1991-08-11,Android
115028,F,Hell's Kitchen,normal,Google,2020-07-27,1991-01-25,Android
115041,F,Hell's Kitchen,normal,Google,2020-06-10,1990-05-24,Android
115045,F,Hell's Kitchen,normal,Google,2020-06-08,1991-03-23,Android
115058,F,Hell's Kitchen,normal,Marketplace,2020-07-12,1994-08-26,Android
115062,M,Hell's Kitchen,normal,Instagram,2020-07-10,1991-01-24,Android
115066,F,Hell's Kitchen,normal,Facebook,2020-06-27,1991-06-24,Android
115071,F,Hell's Kitchen,premium,Google,2020-06-25,1995-06-27,Android
115075,F,Hell's Kitchen,normal,Google,2020-06-01,1991-03-31,Android
115076,M,Hell's Kitchen,normal,Google,2020-06-14,1991-10-19,Web
115087,M,Hell's Kitchen,normal,Google,2020-07-30,1995-12-12,Android
115099,F,Hell's Kitchen,normal,Promotional code,2020-06-19,1990-12-30,Android
115120,F,Hell's Kitchen,normal,Instagram,2020-07-09,1990-01-21,Android
115123,F,Hell's Kitchen,premium,Google,2020-07-23,1993-01-23,Web
115128,M,Hell's Kitchen,normal,Google,2020-06-28,1991-01-13,Web
115137,M,Hell's Kitchen,normal,Google,2020-07-10,1995-10-05,Android
115141,F,Hell's Kitchen,normal,Google,2020-07-20,1991-10-14,Android
115151,M,Hell's Kitchen,premium,Instagram,2020-07-04,1992-11-01,Android
115173,F,Hell's Kitchen,normal,Google,2020-07-04,1993-08-26,Android
115176,M,Hell's Kitchen,premium,Instagram,2020-07-15,1990-07-28,Android
115178,M,Hell's Kitchen,normal,Instagram,2020-06-18,1995-08-27,Android
115179,F,Hell's Kitchen,normal,Recommendation,2020-07-18,1994-10-12,Android
115186,F,Hell's Kitchen,premium,Instagram,2020-07-24,1994-09-20,Android
115187,F,Hell's Kitchen,normal,Google,2020-07-19,1992-09-01,Android
115191,F,Hell's Kitchen,normal,Google,2020-07-05,1990-03-30,Android
115204,F,Hell's Kitchen,normal,Google,2020-07-22,1991-08-18,Android
115213,F,Hell's Kitchen,premium,Google,2020-06-27,1995-05-18,Android
115214,M,Hell's Kitchen,normal,Google,2020-07-07,1993-09-24,Android
115215,M,Hell's Kitchen,normal,Instagram,2020-07-28,1995-10-02,Android
115224,F,Hell's Kitchen,normal,Instagram,2020-06-28,1992-12-05,Android
115258,M,Hell's Kitchen,normal,Instagram,2020-06-02,1991-05-04,Android
115260,F,Hell's Kitchen,premium,Marketplace,2020-07-07,1990-07-08,Web
115272,M,Hell's Kitchen,normal,Google,2020-07-02,1992-08-01,Android
115276,F,Hell's Kitchen,normal,Google,2020-06-06,1993-10-28,Android
115284,F,Hell's Kitchen,premium,Google,2020-07-05,1995-03-27,Android
115285,M,Hell's Kitchen,premium,Marketplace,2020-07-04,1991-10-19,Android
115305,M,Hell's Kitchen,normal,Instagram,2020-07-29,1994-07-21,Android
115314,F,Hell's Kitchen,normal,Promotional code,2020-06-08,1993-02-20,Android
115318,M,Hell's Kitchen,premium,Instagram,2020-06-05,1992-11-22,Android
115325,M,Hell's Kitchen,premium,Google,2020-07-22,1990-04-10,Android
115336,M,Hell's Kitchen,premium,Facebook,2020-07-07,1995-03-19,Android
115341,F,Hell's Kitchen,normal,Google,2020-06-11,1991-05-21,Android
115358,F,Hell's Kitchen,normal,Google,2020-07-02,1994-05-11,Android
115378,F,Hell's Kitchen,normal,Google,2020-07-25,1993-08-06,Android
115402,M,Hell's Kitchen,normal,Google,2020-07-07,1993-02-10,Android
115416,F,Hell's Kitchen,premium,Google,2020-06-15,1994-09-18,Android
115419,M,Hell's Kitchen,normal,Facebook,2020-07-15,1992-04-14,IOS
115420,M,Hell's Kitchen,normal,Google,2020-06-18,1991-07-11,Android
115423,M,Hell's Kitchen,normal,Promotional code,2020-07-04,1994-09-19,IOS
115440,M,Hell's Kitchen,normal,Marketplace,2020-07-20,1994-05-27,Android
115450,F,Hell's Kitchen,premium,Recommendation,2020-06-26,1995-10-30,Android
